score,n,responders,nonresponders,median_difference_responder_minus_nonresponder,auc_responder,p_value_unadjusted,FDR_unadjusted,odds_ratio_week2_delta,ci_low,ci_high,p_value_adjusted,FDR_adjusted
consensus_state,25,17,8,-0.00071509277307788,0.5808823529411764,0.5486073550146777,0.5486073550146777,3.517139257495709,0.19261233930005245,64.2236556680151,0.3961046383489718,0.39610463834897186
state_residual,25,17,8,0.4408611956649333,0.6397058823529412,0.2878653815038254,0.4317980722557381,1.5437921237856682,0.8425880965809356,2.828539984286064,0.159852264896287,0.23977839734443052
generic_macrophage,25,17,8,-0.4746601955497959,0.23529411764705882,0.036616970621547285,0.10985091186464185,0.16237257447427844,0.02448285525275515,1.0768700247263097,0.05966761604855058,0.17900284814565173
