score_type,model,cohorts_n,logHR,HR,CI_low_normal,CI_high_normal,p_value_normal,CI_low_mKH,CI_high_mKH,p_value_mKH,tau2_DL,Q,Q_p_value,I2_percent,direction_concordant
consensus,ph_robust_clinical,3,-0.0222049024455881,0.9780398117689869,0.9192923590227814,1.040541525246606,0.4823229294388711,0.8536866520253676,1.120507004690394,0.5550855928098717,0.0,1.628207954032009,0.44303612011345295,0.0,False
common,ph_robust_clinical,3,-0.02157052828781841,0.9786604517890244,0.919883270214173,1.041193280613639,0.49486598282829397,0.8542437736007779,1.1211978471422892,0.5653200533539804,0.0,1.3530015130015562,0.5083928738915677,0.0,False
